time, Acceleration x, Acceleration y, acceleration z, distance
3478,4.17,-0.28,12.44,14.85
3494,4.84,-1.55,13.12,15.60
3511,5.79,-2.55,12.33,16.44
3526,4.63,-2.43,11.21,17.27
3544,4.15,-1.79,10.65,18.64
3558,2.98,-0.79,8.90,19.55
3573,2.54,-0.56,8.74,20.85
3589,1.08,-0.87,9.06,21.97
3606,0.45,-1.14,9.44,23.29
3621,0.37,-1.04,9.56,24.46
3637,-0.48,-0.55,5.19,25.62
3654,-0.77,-0.22,4.40,26.94
3671,-2.28,-0.03,5.22,27.94
3687,-2.69,0.06,6.00,29.06
3704,-3.64,-0.06,7.06,30.15
3721,-4.54,-0.17,7.95,31.10
3736,-5.62,0.20,8.72,31.78
3755,-5.85,0.19,9.01,32.37
3771,-5.70,0.42,8.97,32.88
3787,-5.82,0.48,8.84,33.05
3805,-5.64,-0.16,9.41,33.19
3821,-5.17,-1.33,9.84,33.19
3837,-5.12,-1.92,9.75,33.12
3856,-3.43,-2.59,7.08,33.09
3871,-1.93,-0.21,9.42,32.85
3888,-0.85,0.03,8.09,32.71
3906,-0.83,0.00,9.11,32.57
3921,1.92,-0.23,10.81,32.51
3938,2.35,-0.98,11.69,32.57
3956,3.01,-3.18,11.64,32.64
3972,0.79,-3.57,10.47,32.71
3989,-1.26,-1.93,8.74,32.81
4006,-2.22,-0.50,8.15,32.71
4023,-1.52,0.49,8.58,32.75
4039,-0.95,0.59,9.11,32.64
4057,0.36,-0.28,9.95,32.64
4073,0.46,-1.05,10.14,32.64
4089,-0.27,-1.97,9.48,32.64
4108,-0.45,-1.94,9.38,32.64
4123,-0.61,-0.87,9.33,32.64
4141,-0.16,-0.33,9.50,32.81
4158,0.53,-0.27,10.04,32.78
4174,1.18,-0.70,10.58,32.95
4191,2.94,-0.66,11.59,32.99
4209,3.52,-0.63,12.18,33.33
4225,2.82,-0.86,12.39,33.60
4241,0.23,-1.43,4.30,33.95
4259,-0.19,-1.60,4.82,34.43
4275,-1.09,-1.83,8.75,34.79
4292,-0.48,-1.23,11.64,35.13
4310,-0.66,-0.67,10.23,35.47
4326,-2.01,-0.50,8.01,35.75
4342,-5.36,-0.10,9.43,35.89
4361,-5.10,-0.11,10.17,35.89
4377,-4.85,-0.16,9.97,35.75
4392,-2.72,-0.57,5.66,35.68
4411,-3.12,-1.20,9.26,35.47
4427,-2.75,-1.13,6.34,35.20
4443,-3.16,-1.03,8.90,34.86
4461,-1.30,-0.12,13.13,34.36
4477,-6.65,1.29,13.23,33.67
4493,-7.40,0.33,6.05,32.92
4511,-6.22,-0.29,5.72,31.89
4527,-3.79,-2.22,11.47,30.84
4543,-3.12,-3.03,8.68,29.74
4560,-2.82,-3.14,6.46,28.52
4577,-2.12,-2.86,6.11,27.32
4593,-0.99,-1.38,8.28,26.17
4611,-0.41,-0.73,8.27,24.83
4626,0.96,0.40,7.21,23.72
4641,2.62,0.63,7.16,22.76
4658,12.01,2.37,9.96,21.86
4673,16.83,2.93,15.14,21.33
4688,17.73,1.39,18.55,20.85
4704,5.69,-1.75,21.37,20.17
4721,1.81,-3.86,16.11,20.51
4737,-1.48,-0.72,5.31,20.54
4753,-2.52,-1.37,5.42,20.99
4770,-3.31,-1.01,5.30,21.13
4786,-5.26,-1.62,6.79,21.02
4803,-6.04,-1.92,8.93,21.01
4819,-3.73,-1.84,5.09,20.78
4835,-3.95,-1.28,5.43,20.58
4852,-1.05,-0.11,7.47,20.37
4868,3.81,-0.10,16.57,20.30
4883,4.64,-0.38,16.39,20.37
4900,3.46,-0.15,9.31,20.51
4916,-1.58,0.36,10.30,20.41
4931,-1.37,0.81,6.73,20.51
4945,-3.10,0.53,6.84,20.51
4963,-2.48,0.44,7.16,20.37
4978,0.65,-0.73,10.48,20.37
4994,1.11,-1.06,11.12,20.37
5011,1.24,-1.69,10.60,20.44
5026,0.04,-1.55,9.68,20.44
5042,-0.91,-0.95,8.48,20.44
5057,-1.36,-0.67,8.43,20.34
5074,-1.21,-0.57,8.63,20.44
5089,-0.05,-0.57,9.88,20.44
5105,0.10,-0.61,9.98,20.44
5123,0.00,-0.56,9.82,20.51
5138,-0.49,-0.28,9.30,20.51
5155,-0.54,-0.05,9.02,20.51
5172,-0.52,-0.07,9.47,20.51
5187,-0.29,-0.38,9.57,20.51
5204,-0.11,-0.51,9.70,20.51
5221,0.22,-1.10,10.02,20.47
5236,0.28,-1.18,9.96,20.47
5254,-0.01,-1.26,9.69,20.65
5268,0.14,-0.86,9.50,20.73
5283,0.52,-0.75,9.66,20.85
5299,1.90,-0.49,9.68,21.06
5316,2.69,-0.45,9.69,21.30
5331,3.91,-0.46,10.69,21.73
5347,4.18,-0.62,10.45,22.38
5364,4.37,-0.75,10.03,23.13
5380,3.43,-0.50,9.68,23.84
5396,3.08,-0.37,9.51,24.66
5411,1.21,-0.08,9.49,25.49
5428,0.21,-0.37,10.34,26.38
5444,-0.33,-0.44,10.71,27.05
5459,-1.54,-0.48,11.22,27.80
5478,-2.99,-0.51,7.69,28.73
5493,-3.39,-0.36,4.19,29.26
5510,-4.12,0.33,6.45,29.79
5527,-4.22,0.20,8.25,30.36
5542,-4.11,-0.34,10.68,30.74
5560,-4.29,-0.22,9.97,31.01
5577,-4.17,-0.14,8.70,31.11
5593,-3.57,-0.08,8.79,31.29
5610,-3.16,-0.37,10.05,31.36
5627,-3.14,-0.44,10.04,31.25
5643,-2.04,-0.85,7.84,31.22
5660,-1.50,-0.77,8.44,31.05
5678,-1.79,-0.69,8.92,31.05
5694,0.00,-0.80,8.50,31.01
5710,-0.56,-0.87,9.32,30.84
5728,-0.54,-0.66,8.29,30.77
5744,-1.49,-0.90,9.50,30.81
5761,-0.13,-1.75,9.69,30.63
5778,0.31,-2.28,10.70,30.63
5794,1.23,-2.91,10.47,30.57
5811,0.88,-2.33,10.39,30.63
5828,-0.13,-1.34,9.60,30.74
5844,-1.08,-0.43,9.27,30.63
5861,-1.33,0.09,8.93,30.63
5879,-1.35,0.08,9.06,30.67
5895,-0.61,-0.59,9.35,30.57
5911,0.09,-1.10,9.80,30.57
5929,0.30,-1.31,9.99,30.57
5946,0.10,-1.18,9.79,30.57
5962,-0.76,-0.53,9.39,30.57
5980,-0.93,-0.42,9.07,30.57
5996,-1.08,-0.37,9.19,30.60
6012,-0.62,-0.64,9.27,30.60
6030,-0.35,-0.82,9.58,30.50
6045,-0.19,-1.38,9.49,30.60
6063,-0.18,-1.41,9.56,30.50
6080,-0.22,-1.35,9.55,30.50
6097,-0.29,-1.09,9.59,30.50
6113,-0.57,-0.65,9.27,30.60
6131,-0.75,-0.55,9.18,30.50
6148,-0.65,-0.52,9.25,30.60
6164,-0.41,-0.68,9.50,30.50
6182,-0.17,-0.84,9.61,30.60
6200,-0.10,-0.96,9.62,30.50
6215,-0.45,-0.78,9.44,30.50
6233,-0.56,-0.70,9.28,30.50
6251,-0.70,-0.62,9.25,30.60
6266,-0.51,-0.79,9.42,30.50
6284,-0.35,-1.17,9.56,30.50
6301,-0.34,-1.23,9.44,30.50
6319,-0.45,-1.06,9.49,30.50
6335,-0.61,-0.72,9.28,30.50
6352,-0.64,-0.57,9.27,30.50
6371,-0.42,-0.45,9.40,30.60
6386,-0.33,-0.76,9.55,30.50
6403,-0.42,-0.90,9.50,30.50
6421,-0.57,-1.08,9.39,30.50
6436,-0.61,-1.01,9.26,30.43
6454,-0.60,-0.91,9.39,30.43
6472,-0.34,-0.63,9.45,30.43
6488,-0.24,-0.56,9.63,30.43
6505,-0.36,-0.66,9.50,30.53
6522,-0.43,-0.74,9.52,30.43
6538,-0.58,-0.63,9.34,30.53
6555,-0.76,-0.53,9.29,30.43
6573,-0.70,-0.57,9.19,30.43
6589,-0.34,-0.80,9.65,30.43
6605,-0.25,-1.16,9.65,30.43
6624,-0.32,-1.18,9.55,30.53
6639,-0.66,-1.11,9.33,30.43
6656,-0.65,-0.98,9.37,30.43
6674,-0.66,-0.87,9.38,30.36
6689,-1.06,-0.73,9.53,30.36
6706,-1.66,-0.52,8.83,30.39
6724,-1.96,-0.58,9.12,30.15
6739,-2.70,-1.27,9.66,30.03
6757,-3.59,-1.31,9.16,29.91
6774,-3.65,-1.02,9.02,29.54
6790,-2.59,0.09,9.54,29.36
6807,-1.69,-0.67,9.14,29.00
6824,-1.79,-0.22,9.39,28.49
6840,-0.51,-0.99,9.33,28.08
6856,0.75,-1.00,9.77,27.73
6874,1.19,-0.09,9.61,27.43
6889,1.06,1.00,8.99,27.13
6905,1.23,0.28,9.47,26.76
6922,1.62,-0.72,9.57,26.67
6938,0.74,-1.01,9.61,26.41
6956,0.16,-1.18,9.59,26.31
6973,0.07,-1.12,9.74,26.07
6988,0.33,-0.45,9.05,26.03
7004,0.21,-0.21,8.88,25.90
7020,0.22,-0.05,9.85,25.76
7037,-0.11,-0.30,9.91,25.59
7053,-0.48,-1.14,9.48,25.45
7069,-1.13,-1.36,9.13,25.42
7087,-1.24,-1.33,9.41,25.18
7102,-1.50,-1.36,9.34,25.04
7118,-1.73,-1.29,9.19,24.90
7136,-1.90,-0.75,8.80,24.83
7151,-2.03,-0.10,8.58,24.73
7169,-2.05,0.00,8.93,24.59
7186,-1.75,0.40,8.99,24.28
7201,-0.80,0.00,8.61,24.06
7218,-0.52,-0.02,9.05,23.82
7235,0.15,-0.19,9.83,23.41
7250,-0.46,-1.15,9.56,23.07
7268,-0.42,-1.35,8.94,22.72
7285,0.70,-1.58,9.40,22.21
7301,1.09,-1.63,10.29,22.09
7318,1.15,-1.45,9.95,21.83
7333,1.10,-1.01,9.39,21.68
7349,0.84,-0.51,9.81,21.49
7366,0.57,-0.17,10.00,21.33
7382,-0.56,-0.25,9.14,21.20
7397,-0.95,-0.44,9.03,20.94
7412,-0.63,-1.09,9.32,20.85
7430,-0.52,-1.26,9.40,20.58
7444,-0.42,-1.35,9.39,20.51
7460,-0.36,-1.01,9.35,20.20
7477,-0.48,-0.80,9.37,20.03
7492,-1.11,-0.40,9.12,19.89
7507,-1.52,-0.37,9.04,19.62
7523,-1.37,-0.35,8.74,19.20
7540,-1.09,-0.40,8.94,19.02
7555,-0.28,-0.87,9.44,18.64
7571,-0.36,-1.10,9.39,18.36
7588,-0.22,-1.21,9.27,18.29
7603,0.11,-1.33,9.48,17.75
7620,0.28,-1.20,9.62,17.75
7636,0.42,-0.83,9.76,17.33
7652,0.10,-0.59,9.49,17.33
7669,0.17,-0.33,9.40,16.92
7684,0.73,0.01,9.82,16.85
7699,1.68,0.34,10.40,16.90
7714,2.15,0.27,10.87,17.02
7731,2.23,-0.10,10.90,16.99
7746,1.47,-0.66,11.90,16.84
7761,1.11,-0.63,11.50,16.90
7778,-1.15,-0.44,8.69,16.90
7793,-1.81,0.05,7.71,16.99
7809,-1.18,0.42,8.13,16.97
7823,0.45,0.31,10.28,17.20
7840,1.72,-0.56,11.25,17.47
7856,1.42,-1.30,10.30,17.33
7872,1.07,-1.51,9.82,17.75
7888,0.32,-1.83,9.53,17.75
7904,0.84,-1.32,10.01,18.23
7921,1.34,-1.07,9.99,18.43
7937,2.10,-0.94,9.93,18.71
7951,2.34,-0.99,10.39,19.14
7967,2.13,-0.91,10.59,19.82
7984,1.73,-0.71,10.01,20.34
7999,1.49,-0.62,9.88,20.94
8014,1.08,-0.64,9.77,21.62
8032,0.90,-0.66,9.74,22.38
8047,0.30,-0.94,9.95,23.07
8062,0.00,-0.98,10.09,23.58
8079,-0.23,-0.94,10.30,24.27
8095,-0.46,-0.73,7.33,24.97
8111,-0.56,-0.47,5.26,25.66
8126,-0.78,-0.41,7.03,26.34
8143,-0.99,-0.51,8.61,27.20
8160,-1.55,-0.25,10.16,27.84
8175,-1.91,-0.37,8.46,28.45
8194,-2.20,-0.33,7.80,28.97
8209,-2.25,-0.07,8.72,29.45
8225,-2.05,0.19,9.28,30.12
8244,-1.92,0.14,9.13,30.50
8259,-1.53,-0.12,8.88,30.91
8276,-1.24,-0.67,9.26,31.46
8294,-1.15,-0.79,9.29,31.87
8310,-0.41,-0.92,9.08,32.30
8327,-0.19,-0.67,9.02,32.76
8345,-0.28,-0.18,9.10,33.43
8360,-0.07,0.04,9.26,33.81
8377,0.54,-0.18,9.42,34.29
8395,0.58,-0.18,9.35,34.99
8412,0.23,-0.07,8.57,35.54
8428,-0.67,-0.09,8.69,36.09
8446,-1.61,-0.10,9.46,36.64
8462,-2.61,-0.16,9.73,37.12
8478,-3.19,-0.96,9.34,37.47
8497,-3.16,-1.65,9.24,37.89
8513,-2.93,-2.73,9.86,38.10
8529,-2.04,-2.74,9.98,38.37
8548,-1.52,-2.72,9.83,38.55
8564,-1.24,-2.47,9.12,38.86
8581,-1.87,-1.69,9.61,39.01
8598,-1.90,-1.11,9.78,39.20
8614,-1.96,-0.53,9.69,39.34
8631,-1.57,-0.35,9.57,39.40
8648,-0.37,-0.39,9.46,39.54
8665,-0.23,-0.36,9.28,39.61
8681,-0.59,-0.10,8.99,39.75
8699,-0.96,0.33,9.57,39.78
8716,-0.92,0.30,9.73,39.95
8732,-1.75,0.33,9.51,40.02
8750,-2.81,0.26,9.49,39.92
8766,-3.78,0.24,9.75,39.87
8782,-2.28,-0.98,7.63,39.80
8800,0.22,-1.22,11.00,39.83
8816,0.60,-0.86,10.19,39.71
8833,0.00,-1.73,10.52,39.64
8850,-0.60,-2.48,9.06,39.75
8866,-1.83,-2.57,9.00,39.68
8883,-2.84,-1.78,8.40,39.54
8900,-3.40,-0.74,7.60,39.34
8916,-3.25,-0.67,7.92,39.13
8933,-0.91,-1.02,13.82,38.86
8950,-0.86,-0.71,14.08,38.58
8967,-1.89,-0.41,10.78,38.17
8983,-3.80,-0.91,7.77,37.67
9000,-2.96,-1.00,11.26,37.14
9017,-2.82,-1.24,11.02,36.50
9033,-2.31,-1.83,9.83,35.78
9051,-1.77,-1.86,9.79,35.11
9069,-2.09,-1.39,9.42,34.24
9086,-2.79,-0.53,8.77,33.33
9102,-2.78,-0.50,9.00,32.51
9118,-2.53,-0.86,8.84,31.53
9134,-1.67,-1.14,8.23,30.63
9151,-0.45,-1.12,7.89,29.66
9166,0.30,-0.90,8.26,28.88
9183,1.65,-0.58,8.67,27.94
9200,2.08,-0.53,8.69,27.10
9216,3.19,-0.60,8.93,26.48
9232,3.86,-0.56,9.42,26.00
9249,4.45,-0.51,9.75,25.69
9265,5.55,-0.51,10.38,25.49
9282,5.19,-0.79,10.38,25.37
9299,4.48,-0.90,10.42,25.31
9315,3.20,-0.63,11.25,25.38
9331,0.18,-0.27,10.96,25.55
9350,-2.19,0.36,7.73,25.55
9365,-2.60,0.28,7.40,25.38
9381,-1.72,-0.02,8.24,25.49
9400,0.80,-1.39,10.37,25.38
9415,0.87,-2.30,10.76,25.38
9433,0.67,-2.45,10.43,25.55
9450,-0.94,-1.69,8.94,25.45
9465,-1.56,-0.32,8.39,25.38
9483,-1.07,0.10,8.89,25.49
9500,-0.06,0.35,9.94,25.38
9516,-0.02,-0.70,9.89,25.38
9533,-0.41,-1.04,9.50,25.31
9550,-1.89,-1.35,8.24,25.25
9566,-2.34,-0.99,8.48,25.11
9583,-3.79,-0.81,11.09,24.83
9601,-3.35,-1.13,9.03,24.58
9616,-2.73,-1.57,7.91,24.25
9633,-2.48,-1.67,8.91,23.65
9651,-2.34,-1.25,9.36,23.27
9666,-2.06,-0.98,8.30,22.72
9683,-1.66,-0.41,8.43,22.05
9701,-1.03,0.00,9.10,21.37
9716,0.57,0.03,8.99,20.99
9733,0.94,-0.05,9.17,20.51
9749,2.74,-0.25,10.23,20.17
9764,3.13,-0.36,10.57,19.96
9782,3.96,-0.64,10.88,19.89
9797,5.93,-0.80,11.83,19.89
9815,6.29,-0.87,12.80,20.03
9831,2.18,-0.87,11.29,20.17
9846,-1.59,-0.49,7.58,20.37
9862,-0.98,-0.22,7.69,20.41
9876,0.28,-0.44,7.81,20.71
9893,0.89,-0.46,8.84,20.99
9909,1.57,-1.04,11.15,21.33
9925,2.04,-1.14,11.64,21.76
9943,3.08,-1.01,10.00,22.24
9958,2.52,-0.91,10.26,22.79
9973,2.67,-0.96,10.35,23.48
9989,2.99,-0.83,10.49,24.11
10006,2.60,-0.57,10.56,24.89
10021,2.04,-0.66,10.98,25.83
10038,1.30,-0.98,9.59,26.72
10055,1.22,-0.42,5.45,27.65
10071,-0.47,0.13,5.78,28.66
10087,-1.89,-0.05,8.39,29.57
10105,-2.53,-0.22,9.12,30.43
10121,-4.14,-0.21,8.67,31.05
10138,-5.98,-0.42,7.89,31.68
10156,-6.19,-0.47,8.22,32.08
10172,-6.40,-0.97,9.27,32.35
10188,-6.17,-1.78,9.80,32.44
10207,-6.17,-1.97,9.61,32.52
10222,-5.13,-2.17,7.58,32.28
10238,-2.58,-0.90,6.59,32.14
10257,-3.24,-0.59,8.53,31.87
10272,-2.73,-0.39,6.67,31.66
10289,4.24,-2.04,13.43,31.53
10307,3.96,-1.86,15.41,31.53
10322,3.68,-0.42,8.14,31.70
10340,-1.12,0.92,10.77,31.77
10357,-0.61,0.38,7.99,31.66
10374,-2.30,-0.34,8.73,31.77
10390,-0.49,-1.34,8.27,31.60
10407,-0.65,-1.69,9.62,31.60
10426,0.49,-2.05,9.15,31.66
10441,-0.39,-1.62,10.27,31.60
10459,-0.45,-1.16,9.33,31.70
10475,-1.15,-0.34,9.55,31.60
10490,-0.34,-0.05,9.61,31.70
10509,-0.20,-0.21,10.14,31.60
10525,0.11,-0.59,9.57,31.60
10541,-0.69,-1.26,9.18,31.61
10559,-0.97,-1.27,8.83,31.60
10576,-0.65,-1.18,9.25,31.60
10592,-0.11,-0.99,9.62,31.60
10609,0.02,-0.89,9.87,11.14
10624,-0.36,-0.65,9.51,9.71
10639,-0.88,-0.59,9.08,6.71
10655,-0.79,-0.55,9.13,5.27
10670,-0.47,-0.56,9.46,4.38
10686,-0.32,-0.57,9.57,3.96
10700,-0.43,-0.95,9.40,3.74
10715,-0.56,-1.02,9.40,3.05
10730,-0.62,-1.12,9.28,3.16
10745,-0.55,-1.09,9.43,2.99
10761,-0.47,-0.90,9.42,2.71
10777,-0.51,-0.75,9.50,2.61
10791,-0.51,-0.70,9.46,2.78
10807,-0.45,-0.67,9.41,2.92
10821,-0.70,-0.59,9.29,2.99
10838,-0.66,-0.56,9.34,2.99
10852,-0.52,-0.57,9.41,2.85
10866,-0.31,-0.57,9.48,2.71
10881,-0.32,-0.83,9.58,2.71
10897,-0.40,-0.90,9.41,2.71
10911,-0.71,-1.17,9.25,2.71
10928,-0.76,-1.15,9.25,2.64
10942,-0.64,-0.96,9.39,2.71
10958,-0.38,-0.68,9.50,2.71
10973,-0.33,-0.51,9.57,2.71
10989,-0.55,-0.48,9.39,2.61
11003,-0.70,-0.66,9.35,2.85
11018,-0.60,-0.80,9.29,2.85
11032,-0.52,-1.11,9.47,2.92
11048,-0.42,-1.09,9.50,2.99
11063,-0.55,-0.79,9.43,2.93
11079,-0.54,-0.67,9.40,2.92
11094,-0.58,-0.56,9.42,2.81
11110,-0.45,-0.63,9.40,2.92
11123,-0.38,-0.79,9.50,3.00
11140,-0.45,-0.98,9.46,3.05
11154,-0.57,-1.09,9.47,3.12
11168,-0.57,-1.06,9.38,3.19
11183,-0.53,-0.92,9.44,3.26
11199,-0.47,-0.83,9.48,3.26
11213,-0.52,-0.47,9.43,3.26
11230,-0.46,-0.44,9.43,3.26
11244,-0.50,-0.56,9.47,3.26
11260,-0.44,-0.64,9.50,3.21
11275,-0.60,-1.06,9.41,3.12
11291,-0.58,-1.13,9.44,2.81
11305,-0.59,-1.14,9.40,2.85
11320,-0.51,-1.10,9.37,2.78
11334,-0.45,-1.07,9.40,2.78
11351,-0.41,-0.94,9.48,2.78
11365,-0.46,-0.87,9.49,2.85
11380,-0.54,-0.78,9.44,2.85
11395,-0.57,-0.69,9.40,2.92
11410,-0.58,-0.67,9.40,2.92
11424,-0.56,-0.63,9.38,2.99
11441,-0.50,-0.63,9.44,2.99
11455,-0.49,-0.80,9.46,2.99
11469,-0.47,-0.85,9.42,2.99
11485,-0.48,-0.99,9.44,2.99
11500,-0.46,-0.98,9.47,2.99
11514,-0.47,-0.87,9.47,2.99
11531,-0.54,-0.81,9.42,2.92
11545,-0.58,-0.70,9.31,2.92
11560,-0.60,-0.69,9.39,2.80
11576,-0.45,-0.80,9.47,2.78
11591,-0.44,-0.86,9.45,2.71
11606,-0.56,-0.91,9.41,2.71
11620,-0.58,-0.92,9.37,2.64
11635,-0.48,-0.87,9.39,2.64
11651,-0.45,-0.86,9.51,2.61
11666,-0.49,-0.75,9.44,2.61
11680,-0.48,-0.70,9.47,2.71
11696,-0.62,-0.71,9.35,2.64
11711,-0.56,-0.73,9.39,2.64
11726,-0.43,-0.81,9.43,2.64
11741,-0.41,-0.85,9.53,2.64
11756,-0.35,-0.89,9.48,2.64
11770,-0.50,-0.86,9.41,2.64
11786,-0.58,-0.90,9.42,2.64
11800,-0.60,-0.81,9.43,2.57
11816,-0.59,-0.74,9.38,2.47
11831,-0.56,-0.70,9.36,2.57
11846,-0.38,-0.70,9.45,2.57
11862,-0.39,-0.74,9.45,2.40
11877,-0.55,-0.94,9.38,2.51
11891,-0.57,-0.97,9.32,2.51
11907,-0.58,-1.02,9.37,2.51
11921,-0.51,-1.00,9.41,2.51
11936,-0.50,-0.95,9.51,2.57
11951,-0.39,-0.84,9.47,2.64
11967,-0.49,-0.81,9.47,2.75
11981,-0.62,-0.76,9.28,2.92
11997,-0.59,-0.74,9.38,4.44
12013,-0.45,-0.76,9.48,31.61
12029,-0.48,-0.71,9.50,31.60
12048,-0.56,-0.70,9.39,31.60
12065,-0.67,-1.02,9.42,31.70
12081,-0.59,-1.34,9.38,31.60
12099,-0.66,-1.52,9.38,31.53
12116,-0.90,-1.34,9.07,31.53
12133,-0.79,-0.75,9.40,31.46
12149,-0.87,-0.42,9.63,31.49
12168,-1.55,-0.42,9.79,31.32
12183,-3.14,-0.40,9.31,31.05
12200,-6.62,-0.39,9.13,30.70
12218,-7.02,-0.56,9.09,30.15
12234,-7.83,-1.43,8.63,29.45
12251,-7.43,-1.44,8.13,28.56
12268,-5.96,-1.45,9.66,27.55
12284,-4.44,-1.42,8.98,26.46
12301,-3.03,-1.24,5.99,25.04
12318,-2.27,-1.12,6.33,23.65
12334,-0.28,-0.54,7.81,22.41
12350,-0.14,-0.49,7.86,21.20
12367,0.97,-0.57,7.47,19.94
12383,2.43,-0.22,8.22,18.79
12400,2.83,-0.13,8.86,17.68
12417,3.66,-0.45,9.98,16.90
12431,3.99,-0.82,10.15,16.01
12448,4.28,-1.07,10.76,15.60
12464,3.70,-1.14,11.58,14.91
12478,3.32,-1.47,11.17,14.55
12493,3.21,-1.63,10.64,14.35
12510,3.19,-1.58,10.78,13.88
12525,2.95,-0.69,11.72,14.02
12540,2.93,-0.40,11.61,13.80
12556,3.11,0.55,11.55,13.90
12572,2.71,0.83,12.28,13.95
12587,1.31,0.90,12.20,13.97
12603,-0.07,0.92,9.84,13.99
12619,-1.18,0.60,8.06,13.87
12635,-2.23,-0.08,7.16,13.97
12651,-2.22,-0.41,6.90,13.87
12667,-1.14,-1.42,8.58,13.88
12682,-0.49,-1.62,9.41,13.88
12699,0.80,-1.65,11.10,13.88
12713,0.67,-1.61,10.93,13.88
12729,-0.33,-1.46,9.34,13.94
12743,-1.33,-1.12,8.17,13.95
12761,-1.58,-0.66,8.08,13.94
12775,-1.21,-0.30,8.56,13.99
12790,-0.87,-0.18,9.02,13.88
12805,0.00,-0.43,10.16,13.87
