time, Acceleration x, Acceleration y, acceleration z, distance
6956,-0.44,-0.73,9.01,22.93
6973,-0.04,-0.57,9.10,22.38
6988,0.62,-0.43,9.32,21.86
7006,0.92,-0.37,9.39,21.37
7022,1.24,-0.42,9.67,21.08
7037,0.90,-0.73,9.74,20.85
7053,0.71,-0.84,9.60,20.51
7068,0.61,-1.05,9.35,20.10
7086,0.80,-0.99,9.53,19.89
7102,1.13,-0.85,9.93,19.68
7117,1.26,-0.83,9.89,19.41
7135,1.56,-0.82,9.91,19.27
7150,2.06,-0.62,10.23,19.27
7166,2.58,-0.35,10.40,19.26
7184,3.65,0.22,11.84,19.20
7199,2.45,-0.14,11.76,19.22
7216,1.22,-0.44,10.20,19.62
7232,-1.05,-1.05,7.88,19.50
7247,-1.48,-0.37,7.36,19.44
7264,-0.90,-0.68,7.88,19.75
7279,-0.11,-1.05,9.73,19.96
7294,-0.07,-1.26,10.28,20.10
7310,0.06,-1.31,9.27,20.03
7326,0.16,-1.23,9.03,20.23
7342,0.67,-1.01,9.81,20.51
7358,0.90,-0.84,10.01,20.51
7375,1.39,-0.52,9.95,20.92
7391,1.00,-0.47,9.98,21.06
7408,0.86,-0.59,9.96,21.40
7426,1.06,-0.84,9.94,21.83
7441,1.53,-1.02,9.94,22.24
7456,1.63,-1.18,9.95,22.65
7472,1.60,-1.13,9.80,23.07
7489,1.24,-0.87,9.80,23.62
7504,0.73,-0.77,9.97,24.11
7520,0.58,-0.76,10.28,24.66
7538,0.49,-0.78,10.40,25.28
7554,0.10,-0.93,9.39,25.66
7570,0.00,-0.67,6.28,26.38
7587,0.27,-0.52,5.96,27.06
7604,-0.44,-0.60,9.69,27.53
7620,-0.68,-0.59,10.34,28.25
7639,-1.15,-0.40,8.89,28.76
7654,-1.77,-0.51,8.05,29.24
7671,-1.57,-0.64,9.16,29.81
7689,-1.35,-0.61,9.41,30.29
7705,-1.20,-0.47,9.06,30.70
7721,-1.06,-0.45,8.88,31.18
7740,-1.01,-0.36,9.22,31.60
7755,-1.20,-0.37,9.40,31.94
7773,-1.45,-0.45,9.20,32.37
7790,-1.20,-0.55,9.24,32.69
7806,-0.85,-0.92,9.32,32.99
7823,-0.79,-1.12,9.35,33.33
7841,-0.98,-1.17,9.30,33.67
7856,-0.93,-1.35,9.37,6.83
7871,-0.77,-1.25,9.33,7.83
7887,-0.71,-1.24,9.36,5.61
7902,-0.32,-1.17,9.37,5.30
7917,-0.04,-1.14,9.35,5.27
7932,-0.24,-1.18,9.24,5.03
7947,-0.32,-1.16,9.26,5.06
7961,-0.41,-1.16,9.31,5.06
7976,-0.43,-0.97,9.45,5.03
7992,-0.87,-0.48,9.40,5.20
8006,-0.79,-0.37,9.36,5.61
8022,-0.26,-0.14,9.36,5.96
8038,-0.16,-0.16,9.36,5.27
8053,-0.15,-0.19,9.17,4.82
8070,-0.31,-0.27,9.15,5.03
8084,-0.53,-0.46,9.48,5.68
8098,-0.54,-0.59,9.54,5.41
8113,-0.27,-0.81,9.40,4.99
8129,-0.03,-0.99,9.16,4.72
8144,-0.32,-1.05,9.10,4.72
8159,-0.38,-0.80,9.41,4.79
8173,-0.56,-0.47,9.41,4.86
8189,-0.63,-0.37,9.40,4.79
8204,-1.43,-0.39,9.44,4.65
8220,-1.77,-0.47,9.55,5.06
8235,-2.69,-0.77,9.88,4.44
8249,-3.05,-0.83,9.90,4.65
8264,-4.26,-0.86,10.30,4.00
8281,-4.42,-0.76,10.21,4.27
8295,-2.19,-0.46,6.80,3.74
8309,-1.72,-0.34,9.12,3.50
8325,-1.75,-0.51,8.42,3.60
8340,-0.67,-0.23,9.08,3.33
8354,0.20,-0.18,10.72,3.42
8370,2.68,-0.46,12.39,3.35
8385,2.08,-1.76,9.78,3.17
8399,1.53,-2.00,8.21,3.33
8414,0.25,-2.14,8.89,3.26
8429,-0.21,-1.90,10.42,3.33
8444,-0.81,-0.78,9.40,4.17
8459,-0.97,-0.39,9.86,3.83
8475,-1.00,-0.09,9.45,4.03
8491,-0.85,-0.27,9.85,4.32
8505,-0.84,-0.48,9.92,4.02
8520,-1.22,-1.18,9.29,3.96
8536,-2.03,-1.10,9.52,3.90
8550,-2.38,-0.79,10.01,3.67
8564,-2.41,-0.62,10.06,3.83
8579,-2.10,-0.66,9.55,3.57
8595,-1.98,-0.79,9.44,3.23
8609,-1.80,-0.99,9.59,3.40
8625,-1.49,-1.24,9.71,3.05
8640,-1.08,-1.37,9.62,3.21
8654,-0.45,-1.65,10.03,2.81
8669,-0.46,-1.38,10.19,2.99
8684,-0.61,-1.11,9.72,3.21
8698,-0.39,-0.66,8.66,3.14
8715,-0.21,-0.50,8.84,2.92
8729,-0.04,-0.65,9.62,3.05
8745,0.05,-0.86,9.52,3.47
8760,0.46,-1.12,8.79,3.43
8776,0.42,-1.02,8.79,3.96
8791,0.41,-0.79,9.18,4.38
8805,0.45,-0.56,9.37,4.03
8819,0.50,-0.54,9.15,3.30
8836,0.62,-0.68,9.06,3.05
8849,0.48,-0.74,9.23,2.92
8863,0.21,-0.77,9.30,2.71
8879,-0.07,-0.89,9.29,2.78
8894,-0.09,-0.83,9.25,2.92
8908,0.14,-0.70,9.30,2.92
8925,0.14,-0.64,9.34,2.61
8939,-0.22,-0.43,9.32,2.75
8953,-0.36,-0.43,9.26,3.14
8968,-0.58,-0.67,9.30,3.19
8984,-0.71,-0.88,9.27,3.07
8999,-0.95,-1.08,9.23,2.95
9016,-0.82,-1.03,9.24,3.12
9029,-0.72,-0.90,9.16,3.12
9046,-0.74,-0.67,9.19,2.71
9060,-0.83,-0.55,9.14,2.64
9076,-0.79,-0.51,9.10,2.78
9091,-0.44,-0.76,9.11,2.95
9105,-0.47,-0.86,9.15,4.48
9119,-0.36,-1.06,9.12,4.93
9136,-0.14,-1.08,9.08,3.69
9150,0.38,-0.92,9.29,3.26
9164,0.55,-0.78,9.36,4.24
9180,1.97,-0.52,9.67,4.24
9195,1.84,-0.31,9.50,3.76
9210,1.59,-0.34,9.63,8.31
9227,1.63,-0.27,10.10,6.18
9241,2.42,-0.41,10.10,5.34
9255,2.76,-0.50,10.02,3.12
9271,3.39,-0.54,10.53,3.02
9287,3.42,-0.45,10.93,3.26
9302,0.79,-1.08,10.86,3.36
9316,-0.04,-1.30,8.67,3.79
9331,-1.49,-1.56,8.05,4.31
9347,-1.39,-1.24,8.21,4.99
9362,-0.46,-0.23,9.25,5.89
9378,0.01,0.02,9.54,5.61
9392,0.53,-0.29,9.95,5.84
9407,0.42,-0.70,9.95,7.00
9421,0.17,-1.18,9.57,8.65
9439,-0.10,-1.38,9.44,20.30
9453,-0.31,-1.12,9.33,9.40
9468,-0.25,-0.70,9.21,10.04
9484,-0.11,-0.51,9.69,22.89
9500,-0.23,-0.47,9.62,10.07
9515,-0.30,-0.52,9.36,10.25
9532,-0.31,-0.53,9.43,12.84
9548,-0.64,-0.69,9.19,23.17
9564,-0.57,-0.93,8.75,23.17
9581,-0.52,-1.00,9.14,23.20
9596,-0.50,-0.58,9.42,23.20
9612,-0.50,-0.20,9.25,23.20
9628,-0.50,0.09,9.28,23.20
9645,-0.11,0.18,9.65,23.10
9661,0.00,0.06,9.68,23.20
9675,0.03,-0.64,9.74,23.20
9693,-0.01,-0.95,9.47,23.20
9708,-0.20,-1.11,9.55,23.20
9724,-0.30,-0.95,9.32,23.20
9742,-0.37,-0.90,9.34,23.20
9757,-0.41,-0.81,9.27,23.20
9775,-0.32,-0.76,9.35,23.20
9792,0.01,-0.45,9.65,23.22
9807,0.24,-0.37,9.76,23.27
9824,0.20,-0.36,9.37,23.27
9842,0.14,-0.42,9.32,23.34
9858,0.78,-0.70,9.86,23.48
9873,1.08,-0.82,9.92,23.55
9888,2.02,-0.86,9.83,23.68
9905,2.14,-0.81,10.00,24.04
9920,1.96,-0.62,10.16,24.39
9936,1.79,-0.37,9.69,24.73
9954,1.74,-0.33,9.65,25.21
9969,1.39,-0.27,9.78,25.62
9987,1.00,-0.26,9.43,26.10
10004,0.85,-0.25,9.31,26.55
10019,0.67,-0.23,9.32,27.12
10037,0.54,-0.24,9.23,27.84
10054,0.49,-0.15,9.16,28.35
10070,0.40,-0.14,9.09,28.90
10087,0.13,-0.09,9.17,29.60
10104,-0.06,-0.18,9.28,30.24
10121,-0.45,-0.17,10.32,30.77
10137,-0.26,-0.23,11.16,31.39
10156,-0.16,-0.28,11.35,32.08
10172,-0.78,-0.68,7.13,32.75
10188,-0.71,-1.31,5.56,33.26
10207,-0.61,-1.62,6.51,33.95
10222,-0.23,-1.92,10.19,34.50
10238,-0.71,-1.69,9.77,35.06
10257,-1.21,-1.19,8.56,35.68
10273,-1.38,-0.55,8.67,36.23
10290,-1.39,-0.13,9.51,36.71
10308,-1.41,0.05,9.48,37.26
10327,-1.49,-0.03,9.16,37.83
10344,-1.30,-0.39,9.31,38.24
10360,-1.21,-1.03,9.61,38.65
10377,-1.35,-1.14,9.54,39.06
10394,-1.14,-1.19,9.33,39.40
10411,-1.06,-0.97,9.36,39.82
10427,-1.09,-0.66,9.45,40.18
10445,-0.88,-0.38,9.47,40.52
10462,-1.01,-0.20,9.27,40.79
10478,-1.07,-0.23,9.27,41.14
10496,-0.90,-0.50,9.53,41.31
10512,-1.04,-0.82,9.50,41.58
10529,-1.15,-0.90,9.50,41.86
10548,-1.04,-1.04,9.53,42.13
10564,-0.90,-1.08,9.51,42.36
10582,-1.03,-0.89,9.46,42.54
10600,-1.15,-0.84,9.46,42.84
10616,-0.82,-0.55,9.68,43.04
10633,-1.13,-0.39,9.39,43.28
10651,-1.37,-0.40,9.40,43.32
10669,-1.88,-0.39,9.72,43.56
10687,-1.93,-0.58,10.15,43.52
10703,-2.37,-0.83,9.95,43.52
10722,-2.59,-0.90,9.88,43.45
10740,-2.27,-1.04,8.83,43.39
10759,-0.75,-0.50,9.82,43.49
10775,0.09,-0.04,8.89,43.42
10792,-0.64,-0.20,9.83,43.28
10812,-1.10,-0.30,9.40,43.11
10828,-2.51,-0.63,8.46,42.97
10845,-2.45,-0.52,8.03,42.77
10863,1.26,-0.59,13.51,42.63
10880,1.91,-0.98,14.57,42.41
10896,-1.13,-0.95,7.55,42.27
10913,-0.79,-1.15,10.06,42.17
10930,-0.47,-1.00,11.18,41.98
10946,-1.00,-0.60,10.01,41.69
10963,-1.31,-0.35,8.78,41.41
10980,-1.04,-0.37,9.56,41.21
10997,-0.46,-0.72,10.14,40.76
11015,-0.65,-1.14,9.43,40.52
11031,-0.73,-1.33,9.37,40.25
11047,-0.55,-1.42,9.76,39.90
11065,-0.81,-1.25,9.73,39.54
11080,-0.96,-1.15,9.58,39.13
11098,-1.41,-0.77,9.69,38.72
11115,-1.41,-0.61,9.70,38.13
11133,-1.48,-0.56,9.65,37.69
11151,-1.72,-0.58,9.38,37.12
11167,-1.47,-1.27,9.31,36.52
11184,-1.56,-1.42,9.31,35.89
11202,-1.45,-1.44,9.27,35.20
11218,-1.16,-1.11,9.17,34.58
11235,-1.07,-0.80,8.99,33.88
11253,-0.99,-0.65,8.82,33.05
11269,-0.71,-0.50,8.74,32.37
11285,-0.27,-0.41,8.79,31.66
11303,-0.03,-0.46,8.82,30.91
11319,0.51,-0.56,8.76,30.29
11335,0.79,-0.53,8.87,29.67
11354,1.13,-0.52,9.04,28.99
11369,1.08,-0.66,9.10,28.42
11385,1.22,-0.83,9.16,27.94
11403,1.35,-0.86,9.20,27.49
11419,1.74,-0.70,9.42,27.05
11436,1.69,-0.46,9.48,26.62
11453,1.42,-0.39,9.51,26.28
11468,0.98,-0.37,9.49,26.10
11486,0.79,-0.37,9.45,25.73
11503,0.52,-0.46,9.44,25.45
11518,0.38,-0.61,9.44,25.25
11536,0.03,-0.61,9.45,24.97
11553,-0.32,-0.66,9.32,24.70
11569,-0.24,-0.67,9.23,24.42
11586,-0.15,-0.63,9.33,24.15
11602,-0.14,-0.48,9.43,24.03
11618,-0.07,-0.51,9.37,23.77
11635,-0.03,-0.65,9.39,23.48
11654,-0.14,-0.80,9.42,23.22
11669,-0.29,-0.88,9.31,23.00
11686,-0.30,-0.81,9.28,22.62
11703,-0.26,-0.49,9.32,22.38
11718,-0.36,-0.37,9.31,22.24
11736,-0.53,-0.35,9.28,21.90
11753,-0.72,-0.47,9.16,21.54
11768,-0.77,-0.85,9.12,21.35
11784,-0.85,-0.94,9.08,20.92
11799,-0.77,-0.96,9.05,20.58
11816,-0.69,-0.87,9.07,20.23
11833,-0.53,-0.67,9.15,19.89
11848,-0.40,-0.45,9.21,19.62
11866,-0.38,-0.45,9.21,19.27
11881,-0.39,-0.59,9.16,18.64
11897,-0.38,-0.67,9.16,18.23
11915,-0.10,-0.76,9.17,17.81
11930,0.00,-0.73,9.36,17.68
11947,0.12,-0.68,9.39,17.45
11963,0.18,-0.53,9.39,17.06
11978,0.01,-0.37,9.47,16.44
11996,0.06,-0.38,9.44,16.08
12011,0.57,-0.56,9.49,16.24
12025,0.76,-0.66,9.69,15.60
12041,1.42,-0.83,10.18,15.81
12058,2.38,-0.83,10.55,15.43
12072,3.43,-0.37,11.27,15.33
12089,4.28,-0.31,12.53,15.70
12104,2.89,-0.35,14.59,15.82
12121,-0.42,-0.93,9.70,15.60
12135,-1.06,-0.89,7.97,15.67
12150,-1.50,-0.43,7.05,15.81
12168,-0.67,-0.32,7.73,16.24
12182,-0.19,0.35,9.84,16.22
12199,0.13,0.54,10.10,16.01
12216,0.52,-0.05,9.29,16.44
12231,0.69,-0.94,10.34,16.56
12248,0.86,-1.22,10.43,16.58
12263,1.01,-1.31,9.84,17.06
12279,1.02,-1.21,9.83,17.27
12297,0.85,-1.03,10.01,17.40
12312,1.19,-0.57,9.94,17.75
12326,1.34,-0.43,10.02,18.31
12342,1.56,-0.32,10.27,18.71
12359,1.50,-0.36,10.20,19.12
12375,1.27,-0.71,9.97,19.55
12390,1.22,-0.72,9.92,20.23
12405,1.09,-0.77,9.18,20.85
12422,0.65,-0.75,9.03,21.42
12437,0.53,-0.65,9.17,22.09
12452,-0.05,-0.49,9.20,22.72
12470,-0.19,-0.53,9.04,23.41
12485,-0.80,-0.67,8.57,23.96
12503,-1.06,-0.56,8.66,24.58
12520,-0.99,-0.44,8.78,25.11
12535,-1.02,-0.38,8.92,25.59
12553,-1.07,-0.47,8.94,26.21
12570,-0.79,-0.40,8.96,26.76
12585,-0.88,-0.45,9.05,27.25
12603,-0.89,-0.45,8.98,27.73
12620,-0.81,-0.50,9.00,28.28
12636,-0.73,-0.52,9.09,28.70
12653,-0.77,-0.54,9.18,29.24
12672,-0.83,-0.46,9.18,29.74
12687,-0.86,-0.30,9.10,30.15
12704,-0.74,-0.20,9.14,30.67
12722,-0.68,-0.15,9.21,31.05
12738,-0.41,-0.05,9.44,31.58
12754,-0.13,0.01,9.73,31.89
12773,-0.11,0.04,9.87,32.35
12788,-0.19,0.11,10.25,32.78
12806,-0.39,-0.04,10.70,33.28
12823,-0.65,-0.20,8.09,33.67
