18390,-2.30,-1.12,9.24,40.93
18498,-1.05,-0.72,9.74,35.99
18605,-1.06,-0.88,8.24,30.43
18710,0.55,-1.44,9.07,24.94
18818,0.69,-1.07,9.50,20.78
18923,0.23,-0.82,9.61,17.81
19027,0.58,-1.22,10.13,16.24
19133,-0.45,-0.65,9.72,16.08
19237,-0.53,0.14,9.70,16.37
19343,-0.13,-0.68,10.23,16.37
19449,-0.51,-1.77,9.72,16.44
19555,-0.53,-0.34,9.75,16.49
19662,-0.53,-0.45,9.78,16.51
19767,-0.59,-1.45,9.65,16.49
19874,-0.74,-0.80,9.66,16.58
19979,-0.82,-0.33,9.51,16.51
20085,-0.77,-1.11,9.58,16.49
20190,-0.74,-1.14,9.39,16.51
20297,-0.87,-0.46,9.43,16.51
20402,-0.91,-0.74,9.34,16.49
20509,-0.80,-1.16,9.35,16.51
20615,-0.84,-0.91,9.35,16.51
20721,-0.83,-0.76,9.43,16.51
20828,-0.76,-0.72,9.48,16.49
20933,-0.81,-0.86,9.51,16.51
21039,-0.82,-0.95,9.55,16.49
21144,-0.93,-0.82,9.43,16.51
21251,-0.59,-0.67,9.35,16.49
21356,-0.79,-0.90,9.49,16.49
21464,-0.88,-0.88,9.40,16.51
21568,-0.85,-0.89,9.39,16.51
21676,-0.72,-0.89,9.60,16.51
21780,-0.51,-1.11,9.73,16.51
21888,-0.57,-0.78,9.68,16.56
21992,-0.69,-0.68,9.57,16.51
22098,-0.59,-1.09,9.56,16.51
22203,-0.68,-1.00,9.54,16.49
22310,-0.61,-0.69,9.66,16.51
22416,-0.92,-0.67,9.89,16.51
22522,-0.69,-0.86,9.21,16.51
22628,-0.84,-0.86,9.19,16.49
22734,-0.94,-0.84,9.18,16.49
22842,-1.03,-0.85,9.26,16.49
22947,-0.77,-0.95,9.33,16.51
23052,-0.83,-0.73,9.25,16.51
23157,-0.79,-0.82,9.35,16.49
23263,-0.88,-0.93,9.36,16.51
23369,-0.81,-0.85,9.45,16.49
23476,-0.77,-0.80,9.47,16.49
